APPLYER_ID,SEX,CERT_TYPE,MARRIAGE_STATUS,AGE,IS_HAS_DRIVING_LICENSE,EDUCATION,IS_OWN_ESTATE,PROPERTY_OWNER,PROPERTY_LOAN,PROPERTY_ADD_TYPE,PROPERTY_LOCATION,INCOME_YEAR,MAIN_INCOME_FROM,CUS_CATEGORY,IDCARD_CHECKFLAG,JOB_INDUSTRY,JOB_POSITION,JOB_MONTH,JOB_COMP_INDUSTRY,Y
6329319,F,IdentityCard,,30,Has,SecondaryTechnology,,,,,,50000,,,Y,,,,,0
6329332,F,IdentityCard,,35,No,AssociateDegree,,,,,,40000,,,Y,,,,,0
3927903,M,IdentityCard,,36,Has,SeniorMiddleSchool,,,,,,100000,,,Y,,,,,0
6329628,F,IdentityCard,,36,Has,AssociateDegree,,,,,,50000,,,N,,,,,0
6329643,M,IdentityCard,Married,40,Has,AssociateDegree,N,,,,,100000,,,Y,,,,,0
6329648,F,IdentityCard,,38,Has,Bachelor,,,,,,100000,,,Y,,,,,0
6329658,F,IdentityCard,,29,Has,AssociateDegree,,,,,,80000,,,H,,,,,0
6329672,M,IdentityCard,,55,Has,SecondaryTechnology,,,,,,50000,,,Y,,,,,0
6329683,F,IdentityCard,,34,Has,SeniorMiddleSchool,,,,,,80000,,,Y,,,,,0
6329689,M,IdentityCard,,28,Has,AssociateDegree,,,,,,100000,,,N,,,,,0
6329694,M,IdentityCard,Married,47,Has,AssociateDegree,N,,,,,200000,,,H,,,,,0
6329699,F,IdentityCard,,46,Has,AssociateDegree,,,,,,70000,,,H,,,,,0
6329708,F,IdentityCard,,45,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
3928304,M,IdentityCard,,50,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
3928320,M,IdentityCard,,31,Has,AssociateDegree,,,,,,160000,,,Y,,,,,0
3928327,M,IdentityCard,,37,Has,JuniormiddleSchool,,,,,,200000,,,Y,,,,,0
6328351,M,IdentityCard,,29,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
6328357,M,IdentityCard,,41,Has,AssociateDegree,,,,,,80000,,,N,,,,,0
6328374,M,IdentityCard,Married,47,Has,AssociateDegree,N,,,,,200000,Revenue,20,Y,,,,,0
3927746,F,IdentityCard,Married,49,No,SeniorMiddleSchool,N,,,,,100000,,,Y,,,,,0
3927751,M,IdentityCard,Married,34,Has,AssociateDegree,N,,,,,200000,,,Y,Other,Manage,81,Z,0
3927766,M,IdentityCard,Single,29,Has,AssociateDegree,N,,,,,90000,,,Y,,,,,0
3927768,F,IdentityCard,,54,Has,SecondaryTechnology,,,,,,40000,,,N,,,,,0
3927773,F,IdentityCard,,46,Has,Technology,,,,,,55000,,,Y,,,,,0
3927784,F,IdentityCard,,46,No,AssociateDegree,,,,,,50000,,,N,,,,,0
3927790,M,IdentityCard,,35,Has,AssociateDegree,,,,,,80000,,,Y,,,,,0
3927800,M,IdentityCard,Married,48,Has,JuniormiddleSchool,N,,,,,200000,Revenue,20,Y,Clerk,Other,188,E,0
7306995,F,IdentityCard,,31,Has,Bachelor,,,,,,178000,,,Y,,,,,0
7307013,F,IdentityCard,Married,48,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,50000,Salary,40,Y,,,,,0
7307020,F,IdentityCard,,42,Has,AssociateDegree,,,,,,60000,,,Y,,,,,0
7307035,M,IdentityCard,,36,Has,SecondaryTechnology,,,,,,80000,,,Y,,,,,0
7307045,M,IdentityCard,Single,29,Has,AssociateDegree,N,,,,,80000,,,Y,,,,,0
3927951,F,IdentityCard,,53,Has,AssociateDegree,,,,,,80000,,,Y,,,,,0
3927961,F,IdentityCard,,41,Has,SeniorMiddleSchool,,,,,,50000,,,Y,,,,,0
3927974,F,IdentityCard,,50,Has,JuniormiddleSchool,,,,,,60000,,,Y,,,,,0
3927978,M,IdentityCard,Single,50,No,AssociateDegree,N,,,,,80000,,,Y,,,,,0
3927988,F,IdentityCard,,48,No,JuniormiddleSchool,,,,,,40000,,,Y,,,,,0
3927990,M,IdentityCard,Single,28,Has,AssociateDegree,N,,,,,55000,,,Y,,,,,0
7307193,F,IdentityCard,,44,Has,AssociateDegree,,,,,,70000,,,Y,,,,,0
7307205,M,IdentityCard,Single,36,Has,Technology,N,,,,,80000,Salary,40,Y,,,,,0
7307222,F,IdentityCard,,44,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
7307227,M,IdentityCard,Married,65,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,100000,Salary,40,Y,,,,,0
7307238,F,IdentityCard,,47,Has,SeniorMiddleSchool,,,,,,100000,,,Y,,,,,0
7305863,F,IdentityCard,,31,Has,AssociateDegree,,,,,,30000,,,Y,,,,,0
7305874,M,IdentityCard,,38,Has,Bachelor,,,,,,100000,,,Y,,,,,0
5073977,F,IdentityCard,,50,Has,Bachelor,,,,,,50000,,,Y,Clerk,Manage,133,,0
5073985,M,IdentityCard,Married,42,Has,AssociateDegree,N,,,,,60000,,,Y,,,,,0
5074009,F,IdentityCard,Married,30,Has,AssociateDegree,N,,,,Alloparty,80000,,,Y,,,,,0
5074014,F,IdentityCard,,39,,,,,,,,0,,,N,,,,,0
5074023,M,IdentityCard,Single,27,Has,Bachelor,N,,,,,60000,Salary,40,Y,,,,,0
5074030,M,IdentityCard,Single,31,Has,AssociateDegree,N,,,,,200000,,,Y,,,,,0
5074040,F,IdentityCard,,30,Has,SecondaryTechnology,,,,,,30000,,,Y,,,,,0
5074052,M,IdentityCard,Married,36,Has,AssociateDegree,N,,,,,80000,,,Y,,,,,0
5074065,F,IdentityCard,,54,Has,JuniormiddleSchool,,,,,,40000,,,Y,,,,,0
5074072,F,IdentityCard,,35,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
6328384,M,IdentityCard,Married,47,Has,SeniorMiddleSchool,Y,Other,,CurrAddr,Local,100000,,,Y,,,,,0
6328398,M,IdentityCard,,43,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
6328402,M,IdentityCard,Married,42,Has,SecondaryTechnology,Y,ApplyerOwn,N,CurrAddr,Local,60000,,,Y,,,,,0
6328413,F,IdentityCard,Single,39,Has,Bachelor,N,,,,,500000,,,Y,,,,,0
6328419,F,IdentityCard,,50,Has,AssociateDegree,,,,,,36000,,,Y,,,,,0
6328441,M,IdentityCard,Single,52,Has,SeniorMiddleSchool,N,,,,Local,200000,,,Y,,,,,0
3927019,M,IdentityCard,Single,58,No,Technology,Y,ApplyerOwn,N,CurrAddr,Local,72000,,,Y,,,,,0
3927040,M,IdentityCard,Single,42,Has,AssociateDegree,N,,,,Local,70000,Salary,40,Y,,,,,0
3927045,F,IdentityCard,,37,Has,JuniormiddleSchool,,,,,,0,,,Y,,,,,0
3927048,F,IdentityCard,,41,No,Bachelor,,,,,,55200,,,Y,GovernmentEmployee,Manage,193,,0
3927054,F,IdentityCard,,40,No,SeniorMiddleSchool,,,,,,80000,,,N,,,,,0
3927058,F,IdentityCard,,34,Has,AssociateDegree,,,,,,0,,,Y,,,,,0
3927066,F,IdentityCard,,31,Has,AssociateDegree,,,,,,80000,,,Y,,,,,0
3927067,F,IdentityCard,,64,No,SecondaryTechnology,,,,,,20000,,,Y,,,,,0
3927078,M,IdentityCard,Single,31,Has,AssociateDegree,N,,,,,65000,,,Y,,,,,0
3927082,F,IdentityCard,,34,Has,AssociateDegree,,,,,,0,,,Y,,,,,0
3927095,F,IdentityCard,,39,Has,SecondaryTechnology,,,,,,36000,,,N,Clerk,Eployee,117,,0
3927098,F,IdentityCard,,34,Has,AssociateDegree,,,,,,50000,,,Y,Other,Manage,114,,0
3927107,M,IdentityCard,Single,31,Has,Bachelor,N,,,,,50000,Revenue,20,Y,,,,,0
6328645,F,IdentityCard,,37,Has,SecondaryTechnology,,,,,,70000,,,Y,,,,,0
6328656,F,IdentityCard,,35,Has,JuniormiddleSchool,,,,,,60000,,,N,,,,,0
6328660,F,IdentityCard,,42,Has,SeniorMiddleSchool,,,,,,60000,,,Y,,,,,0
6328675,F,IdentityCard,,33,Has,AssociateDegree,,,,,,80000,,,Y,,,,,0
6328680,M,IdentityCard,,43,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
6328705,F,IdentityCard,,46,No,JuniormiddleSchool,,,,,,0,,,Y,,,,,0
6328712,F,IdentityCard,Single,32,Has,SecondaryTechnology,N,,,,,100000,,,Y,,,,,0
6328719,M,IdentityCard,Married,56,Has,SeniorMiddleSchool,Y,ApplyerOwn,Y,CurrAddr,Local,250000,,,Y,,,,,0
6328725,M,IdentityCard,Married,32,Has,AssociateDegree,N,,,,,240000,,,Y,,,,,0
6328737,F,IdentityCard,Married,36,Has,AssociateDegree,Y,ApplyerOwn,N,RegiAddr,Local,180000,,,Y,,,,,0
3927308,F,IdentityCard,,60,,,,,,,,0,,,N,,,,,0
3927341,M,IdentityCard,Single,36,Has,Bachelor,N,,,,,80000,,,Y,,,,,0
3927346,F,IdentityCard,,34,Has,AssociateDegree,,,,,,120000,,,Y,,,,,0
3927350,M,IdentityCard,Married,33,Has,SeniorMiddleSchool,N,,,,,100000,,,Y,,,,,0
5075438,M,IdentityCard,Single,29,Has,AssociateDegree,Y,ApplyerOwn,N,RegiAddr,Local,80000,Salary,40,Y,,,,,0
5075447,M,IdentityCard,,54,Has,AssociateDegree,,,,,,0,,,N,,,,,0
5075463,M,IdentityCard,,52,Has,Bachelor,,,,,,100000,,,N,,,,,0
6327960,M,IdentityCard,Single,26,Has,AssociateDegree,N,,,,,85000,,,Y,,,,,0
7306284,M,IdentityCard,Married,38,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,80000,,,Y,,,,,0
7306289,F,IdentityCard,,47,No,SeniorMiddleSchool,,,,,,50000,,,Y,,,,,0
7306293,,,,,,,,,,,,0,,,N,,,,,0
7306297,M,IdentityCard,Married,42,Has,Technology,N,,,,,80000,,,Y,,,,,0
7306308,F,IdentityCard,,37,Has,AssociateDegree,,,,,,150000,,,Y,,,,,0
7306331,M,IdentityCard,,45,No,AssociateDegree,,,,,,60000,,,Y,,,,,0
7306342,M,IdentityCard,Single,36,Has,Bachelor,Y,ApplyerOwn,N,RegiAddr,Local,150000,Salary,40,Y,,,,,0
7306347,F,IdentityCard,,29,Has,AssociateDegree,,,,,,80000,,,Y,,,,,0
5074490,F,IdentityCard,,26,Has,Technology,,,,,,100000,,,Y,,,,,0
5074494,F,IdentityCard,,50,No,SecondaryTechnology,,,,,,10000,,,Y,,,,,0
5074501,M,IdentityCard,,34,Has,AssociateDegree,,,,,,100000,,,N,,,,,0
5074505,F,IdentityCard,,41,No,AssociateDegree,,,,,,0,,,Y,,,,,0
5074509,F,IdentityCard,,32,Has,SecondaryTechnology,,,,,,50000,,,Y,,,,,0
5074515,M,IdentityCard,,36,No,AssociateDegree,,,,,,100000,,,Y,,,,,0
5074529,F,IdentityCard,,30,Has,Bachelor,,,,,,80000,,,Y,,,,,0
5074533,F,IdentityCard,,41,No,SeniorMiddleSchool,,,,,,100000,,,Y,,,,,0
5074543,M,IdentityCard,,39,No,Bachelor,,,,,,300000,,,N,,,,,0
5074563,M,IdentityCard,Married,53,Has,AssociateDegree,N,,,,,150000,Salary,40,Y,,,,,0
3927359,F,IdentityCard,,60,No,AssociateDegree,,,,,,20000,,,Y,,,,,0
3927367,F,IdentityCard,,43,Has,Technology,,,,,,0,,,Y,,,,,0
3927373,F,IdentityCard,,30,Has,Bachelor,,,,,,80000,,,Y,,,,,0
3927377,M,IdentityCard,Single,29,Has,SeniorMiddleSchool,N,,,,,50000,,,Y,,,,,0
3927391,M,IdentityCard,,50,Has,Bachelor,,,,,,120000,,,Y,,,,,0
7306604,M,IdentityCard,,36,Has,SeniorMiddleSchool,,,,,,95000,,,Y,,,,,0
7306614,M,IdentityCard,Single,56,Has,Bachelor,N,,,,,80000,,,Y,,,,,0
7306629,M,IdentityCard,,40,Has,Bachelor,,,,,,50000,,,Y,,,,,0
7306634,F,IdentityCard,,43,Has,SecondaryTechnology,,,,,,60000,,,Y,,,,,0
6329335,F,IdentityCard,,37,Has,AssociateDegree,,,,,,60000,,,Y,,,,,0
6329340,F,IdentityCard,,42,Has,Bachelor,,,,,,60000,,,Y,,,,,0
6329349,F,IdentityCard,,36,Has,AssociateDegree,,,,,,80000,,,Y,,,,,0
6327993,M,IdentityCard,,33,No,JuniormiddleSchool,,,,,,120000,,,Y,,,,,0
6327999,F,IdentityCard,Single,26,Has,Bachelor,N,,,,,150000,,,Y,,,,,0
6328015,M,IdentityCard,,34,No,SeniorMiddleSchool,,,,,,80000,,,Y,,,,,0
6328024,M,IdentityCard,Married,34,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,40000,Salary,40,Y,,,,,0
6328037,M,IdentityCard,Married,49,Has,AssociateDegree,Y,-,,CurrAddr,Local,150000,,,N,,,,,0
3926626,F,IdentityCard,,46,Has,SeniorMiddleSchool,,,,,,100000,,,Y,,,,,0
3926642,F,,,,,,,,,,,0,,,N,,,,,0
3926647,M,IdentityCard,Married,54,Has,AssociateDegree,N,,,,,90000,Salary,40,Y,,,,,0
3926654,M,IdentityCard,Single,25,Has,AssociateDegree,N,,,,,70000,,,Y,,,,,0
3926659,F,IdentityCard,,43,Has,AssociateDegree,,,,,,48000,,,Y,,,,,0
3926672,F,IdentityCard,,27,Has,AssociateDegree,,,,,,40000,,,Y,,,,,0
3926676,F,IdentityCard,,32,Has,Bachelor,,,,,,100000,,,Y,,,,,0
3926685,F,IdentityCard,,42,No,SeniorMiddleSchool,,,,,,30000,,,Y,,,,,0
3926696,F,IdentityCard,,28,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
3926704,F,IdentityCard,,30,Has,AssociateDegree,,,,,,60000,,,Y,,,,,0
5074784,M,IdentityCard,Married,37,Has,AssociateDegree,N,,,,Alloparty,65000,,,Y,,,,,0
5074789,M,IdentityCard,,28,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
5074797,F,IdentityCard,,32,No,JuniormiddleSchool,,,,,,50000,,,Y,,,,,0
5074801,M,IdentityCard,,52,Has,Bachelor,,,,,,0,,,N,,,,,0
5074812,M,IdentityCard,,29,Has,Bachelor,,,,,,0,,,Y,,,,,0
5074826,,,,,,,,,,,,0,,,,,,,,0
5074840,M,IdentityCard,,53,Has,PrimarySchool,,,,,,120000,,,Y,,,,,0
5074851,M,IdentityCard,Single,49,Has,AssociateDegree,N,,,,,160000,,,Y,,,,,0
5074860,F,IdentityCard,,35,No,AssociateDegree,,,,,,60000,,,Y,,,,,0
5074871,M,IdentityCard,,40,Has,AssociateDegree,,,,,,80000,,,Y,,,,,0
5074873,M,IdentityCard,Married,33,Has,AssociateDegree,N,,,,,84000,,,Y,,,,,0
6329354,M,IdentityCard,Married,28,Has,AssociateDegree,Y,AllOwn,,CurrAddr,Local,85000,,,Y,,,,,0
6329367,F,IdentityCard,,42,No,Technology,,,,,,50000,,,Y,,,,,0
6329369,F,IdentityCard,,33,No,Bachelor,,,,,,0,,,Y,,,,,0
6329375,M,IdentityCard,,49,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
6329392,M,IdentityCard,Married,30,Has,AssociateDegree,N,,,,,90000,,,Y,,,,,0
6329401,M,IdentityCard,,38,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
6329422,M,IdentityCard,Married,49,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,120000,,,Y,,,,,0
3928006,F,IdentityCard,,37,Has,AssociateDegree,,,,,,60000,,,Y,,,,,0
3928017,F,IdentityCard,,37,Has,AssociateDegree,,,,,,80000,,,Y,,,,,0
3928018,F,IdentityCard,,40,No,SecondaryTechnology,,,,,,30000,,,Y,,,,,0
3928027,M,IdentityCard,,43,No,AssociateDegree,,,,,,30000,,,Y,,,,,0
3928029,M,IdentityCard,Married,36,Has,SecondaryTechnology,N,,,,,100000,,,Y,,,,,0
3928042,M,,,,,,,,,,,0,,,N,,,,,0
3928043,F,IdentityCard,Single,39,Has,SeniorMiddleSchool,N,,,,,200000,Revenue,20,Y,,,,,0
3928082,F,IdentityCard,Single,31,Has,Bachelor,N,,,,Local,60000,,,Y,CommerceService,Eployee,82,K,0
7305900,M,IdentityCard,,33,Has,AssociateDegree,,,,,,58000,,,Y,,,,,0
7305908,M,IdentityCard,,31,Has,Bachelor,,,,,,200000,,,Y,,,,,0
7305913,M,IdentityCard,,36,Has,AssociateDegree,,,,,,200000,,,Y,,,,,0
7305939,F,IdentityCard,,42,Has,SecondaryTechnology,,,,,,50000,,,Y,,,,,0
7305948,M,IdentityCard,,41,Has,AssociateDegree,,,,,,500000,,,Y,,,,,0
7305975,F,IdentityCard,Married,31,Has,Bachelor,N,,,,,40000,,,Y,,,,,0
5074104,F,IdentityCard,,30,Has,AssociateDegree,,,,,,0,,,Y,,,,,0
5074117,M,IdentityCard,Married,32,Has,AssociateDegree,Y,ApplyerOwn,N,RegiAddr,Alloparty,100000,,,Y,,,,,0
5074125,M,IdentityCard,,35,No,AssociateDegree,,,,,,180000,,,Y,GovernmentEmployee,Eployee,93,,0
5074138,F,IdentityCard,Married,31,Has,AssociateDegree,N,,,,,130000,Revenue,10,Y,,,,,0
5074141,F,IdentityCard,,40,No,AssociateDegree,,,,,,0,,,Y,,,,,0
5074145,M,IdentityCard,,64,No,AssociateDegree,,,,,,50000,,,Y,,,,,0
5074152,M,IdentityCard,Married,27,Has,AssociateDegree,Y,AllOwn,N,CurrAddr,Local,100000,Revenue,20,Y,,,,,0
6328450,F,IdentityCard,,63,Has,JuniormiddleSchool,,,,,,0,,,Y,,,,,0
6328460,F,IdentityCard,,52,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
6328465,F,IdentityCard,Single,31,Has,AssociateDegree,N,,,,,65000,Salary,40,Y,,,,,0
6328476,F,,,,,,,,,,,0,,,N,,,,,0
6328494,F,IdentityCard,,48,Has,SeniorMiddleSchool,,,,,,100000,,,N,,,,,0
6328497,F,IdentityCard,Married,41,Has,Bachelor,N,,,,,100000,,,Y,,,,,0
6328508,M,IdentityCard,Single,30,Has,AssociateDegree,N,,,,,80000,,,Y,,,,,0
6328520,M,IdentityCard,Married,43,Has,PrimarySchool,Y,AllOwn,N,CurrAddr,Local,72000,,,Y,,,,,0
6328526,F,IdentityCard,,37,Has,SecondaryTechnology,,,,,,30000,,,Y,,,,,0
3927112,F,IdentityCard,,37,No,SeniorMiddleSchool,,,,,,100000,,,Y,,,,,0
3927116,M,IdentityCard,,31,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
3927124,F,IdentityCard,Single,66,Has,JuniormiddleSchool,N,,,,,50000,,,Y,,,,,0
3927130,M,IdentityCard,Single,29,Has,AssociateDegree,Y,AllOwn,Y,CurrAddr,Local,100000,,,Y,,,,,0
3927171,F,IdentityCard,,53,No,SecondaryTechnology,,,,,,60000,,,Y,Other,Other,143,,0
6328753,M,IdentityCard,Single,29,Has,SecondaryTechnology,Y,ApplyerOwn,N,CurrAddr,Local,80000,,,Y,,,,,0
6328767,M,IdentityCard,Married,37,Has,AssociateDegree,N,,,,,200000,,,Y,,,,,0
7307295,F,IdentityCard,,53,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
7307305,M,IdentityCard,,39,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
7307319,F,IdentityCard,,34,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
7307324,F,IdentityCard,Married,43,Has,AssociateDegree,Y,,,OtherAddr,,80000,,,Y,,,,,0
7307335,M,IdentityCard,Single,25,Has,SeniorMiddleSchool,N,,,,,90000,Salary,40,Y,CommerceService,Eployee,116,E,0
7307364,F,IdentityCard,Single,35,Has,SeniorMiddleSchool,Y,-,,CurrAddr,Local,600000,,,N,,,,,0
7307370,M,IdentityCard,Married,52,Has,AssociateDegree,N,,,,,72000,,,Y,GovernmentEmployee,Manage,69,G,0
7307380,F,IdentityCard,Single,24,Has,AssociateDegree,N,,,,,60000,,,Y,,,,,0
5075475,F,IdentityCard,,54,,,,,,,,0,,,N,,,,,0
5075482,F,IdentityCard,,46,No,Bachelor,,,,,,50000,,,Y,,,,,0
5075484,F,IdentityCard,,56,No,JuniormiddleSchool,,,,,,50000,,,Y,,,,,0
5075493,F,IdentityCard,,30,Has,SeniorMiddleSchool,,,,,,10000,,,Y,,,,,0
5075508,M,IdentityCard,Single,42,Has,Bachelor,Y,ApplyerOwn,N,CurrAddr,Local,100000,Salary,30,Y,,,,,0
5075558,M,IdentityCard,Married,42,Has,AssociateDegree,Y,AllOwn,Y,CurrAddr,Local,150000,Revenue,10,Y,,,,,0
5074172,F,IdentityCard,Married,51,Has,SeniorMiddleSchool,Y,Other,N,CurrAddr,Local,170000,,,Y,,,,,0
3927176,M,IdentityCard,Married,54,Has,JuniormiddleSchool,Y,ApplyerOwn,N,RegiAddr,Local,80000,Revenue,20,Y,CommerceService,Other,177,O,0
3927206,F,IdentityCard,,58,No,SeniorMiddleSchool,,,,,,50000,,,Y,,,,,0
7306387,,,,,,,,,,,,0,,,,,,,,0
7306388,M,IdentityCard,Single,32,Has,AssociateDegree,N,,,,,80000,Revenue,20,Y,,,,,0
7306394,M,IdentityCard,,38,Has,Technology,,,,,,100000,,,Y,,,,,0
7306405,F,IdentityCard,,42,No,AssociateDegree,,,,,,30000,,,Y,,,,,0
7306433,M,IdentityCard,Single,28,Has,AssociateDegree,N,,,,,70000,,,Y,,,,,0
7306448,M,IdentityCard,,43,Has,AssociateDegree,,,,,,40000,,,Y,,,,,0
6328788,F,IdentityCard,,35,Has,AssociateDegree,,,,,,100000,,,N,,,,,0
6328793,F,IdentityCard,Married,51,Has,SeniorMiddleSchool,N,,,,,80000,,,Y,,,,,0
6328799,F,IdentityCard,,54,No,SeniorMiddleSchool,,,,,,20000,,,N,,,,,0
6328809,F,IdentityCard,,29,Has,SecondaryTechnology,,,,,,50000,,,Y,,,,,0
6328821,M,IdentityCard,,40,Has,AssociateDegree,,,,,,96000,,,Y,,,,,0
6328828,M,IdentityCard,Single,29,Has,SeniorMiddleSchool,N,,,,,100000,,,Y,,,,,0
3927411,F,IdentityCard,,46,No,SeniorMiddleSchool,,,,,,60000,,,Y,,,,,0
3927422,M,IdentityCard,,43,Has,SeniorMiddleSchool,,,,,,50000,,,Y,,,,,0
3927432,M,IdentityCard,,37,Has,Bachelor,,,,,,100000,,,Y,,,,,0
3927445,F,IdentityCard,,33,No,Bachelor,,,,,,0,,,Y,,,,,0
3927448,M,IdentityCard,,32,Has,Bachelor,,,,,,100000,,,Y,,,,,0
3927461,F,IdentityCard,,38,No,AssociateDegree,,,,,,50000,,,Y,,,,,0
3927464,F,IdentityCard,,48,Has,Bachelor,,,,,,200000,,,Y,,,,,0
3927476,M,IdentityCard,Married,58,Has,AssociateDegree,Y,ApplyerOwn,N,CurrAddr,Local,70000,,,Y,,,,,0
3927481,M,IdentityCard,,58,No,AssociateDegree,,,,,,80000,,,Y,,,,,0
5075568,M,IdentityCard,Single,32,Has,Bachelor,Y,Other,Y,CurrAddr,Local,80000,,,Y,,,,,0
5075573,M,IdentityCard,Single,36,Has,SecondaryTechnology,N,,,,,80000,,,Y,,,,,0
6328061,F,,,,,,,,,,,0,,,N,,,,,0
6328064,F,IdentityCard,Married,35,Has,Bachelor,Y,ApplyerOwn,N,RegiAddr,Local,60000,Salary,40,Y,,,,,0
6328073,M,IdentityCard,,34,Has,Bachelor,,,,,,80000,,,Y,,,,,0
6328095,M,IdentityCard,Single,60,Has,Bachelor,N,,,,,90000,,,Y,,,,,0
6328099,F,IdentityCard,,35,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
6328107,F,IdentityCard,,35,Has,Bachelor,,,,,,80000,,,Y,,,,,0
6328116,F,IdentityCard,,41,Has,AssociateDegree,,,,,,60000,,,N,,,,,0
6328130,F,IdentityCard,,39,Has,SecondaryTechnology,,,,,,60000,,,N,,,,,0
3926722,M,IdentityCard,,43,Has,AssociateDegree,,,,,,0,,,Y,,,,,0
3926726,F,IdentityCard,,59,Has,Doctor,,,,,,110000,,,Y,Clerk,Eployee,241,,0
3926731,F,IdentityCard,,37,No,AssociateDegree,,,,,,100000,,,Y,,,,,0
3926738,F,IdentityCard,,32,Has,AssociateDegree,,,,,,60000,,,N,,,,,0
3926740,F,IdentityCard,,59,Has,Bachelor,,,,,,60000,,,Y,,,,,0
3926752,F,IdentityCard,,48,No,JuniormiddleSchool,,,,,,70000,,,Y,,,,,0
5074628,F,IdentityCard,,55,Has,AssociateDegree,,,,,,80000,,,Y,,,,,0
5074642,M,IdentityCard,,35,Has,Bachelor,,,,,,100000,,,Y,,,,,0
5074662,M,IdentityCard,Single,29,Has,JuniormiddleSchool,N,,,,Local,60000,Salary,40,Y,,,,,0
5074669,F,IdentityCard,,55,Has,AssociateDegree,,,,,,50000,,,Y,,,,,0
5074674,F,IdentityCard,Single,30,No,AssociateDegree,N,,,,,100000,,,Y,,,,,0
7306695,F,IdentityCard,Single,29,Has,Bachelor,N,,,,,80000,,,Y,,,,,0
7306705,F,IdentityCard,,43,No,SecondaryTechnology,,,,,,100000,,,Y,,,,,0
7306706,F,IdentityCard,,29,Has,AssociateDegree,,,,,,60000,,,Y,,,,,0
7306718,M,IdentityCard,Married,44,Has,AssociateDegree,N,,,,,200000,,,Y,OperatingMechanic,Manage,46,G,0
7306724,M,IdentityCard,,37,Has,JuniormiddleSchool,,,,,,80000,,,Y,OperatingMechanic,Eployee,68,,0
7306755,M,IdentityCard,Single,53,Has,AssociateDegree,N,,,,,100000,,,N,,,,,0
7306769,F,IdentityCard,,28,Has,SeniorMiddleSchool,,,,,,60000,,,Y,,,,,0
7306781,F,IdentityCard,,46,No,AssociateDegree,,,,,,100000,,,Y,,,,,0
5074882,M,IdentityCard,Single,33,Has,AssociateDegree,N,,,,,120000,Salary,40,Y,,,,,0
5074887,F,IdentityCard,,38,Has,AssociateDegree,,,,,,60000,,,Y,,,,,0
5074891,,,,,,,,,,,,0,,,,,,,,0
5074898,F,IdentityCard,,51,Has,AssociateDegree,,,,,,60000,,,N,,,,,0
5074915,F,IdentityCard,,51,Has,AssociateDegree,,,,,,40000,,,Y,,,,,0
5074937,F,IdentityCard,Single,28,Has,Bachelor,N,,,,Local,80000,Salary,30,Y,,,,,0
5074949,M,IdentityCard,Single,30,Has,Bachelor,N,,,,,100000,,,Y,,,,,0
5074962,M,IdentityCard,,34,Has,AssociateDegree,,,,,,90000,,,Y,,,,,0
6329446,F,IdentityCard,Married,36,Has,AssociateDegree,N,,,,,100000,Salary,40,Y,,,,,0
6329453,F,IdentityCard,Married,31,Has,AssociateDegree,N,,,,,80000,,,Y,Clerk,Eployee,66,S,0
6329460,F,IdentityCard,,53,No,JuniormiddleSchool,,,,,,40000,,,Y,,,,,0
6329464,M,IdentityCard,Married,63,Has,SecondaryTechnology,Y,AllOwn,N,RegiAddr,Local,100000,,,Y,,,,,0
6329475,M,IdentityCard,Single,26,Has,SeniorMiddleSchool,N,,,,,70000,,,Y,,,,,0
6329491,F,IdentityCard,,39,Has,AssociateDegree,,,,,,40000,,,Y,CommerceService,Eployee,83,,0
6329496,F,IdentityCard,Married,48,Has,AssociateDegree,N,,,,,100000,,,Y,,,,,0
6329518,M,IdentityCard,Single,35,Has,Bachelor,N,,,,,100000,,,Y,,,,,0
6329529,M,IdentityCard,,54,Has,AssociateDegree,,,,,,100000,,,Y,,,,,0
3928102,F,IdentityCard,,38,No,AssociateDegree,,,,,,20000,,,Y,,,,,0
3928104,M,IdentityCard,Single,47,Has,AssociateDegree,N,,,,,60000,,,Y,,,,,0
3928107,F,IdentityCard,Single,29,Has,Bachelor,N,,,,,110000,,,Y,,,,,0
